id,concat_comments
650210048,The bathroom was not as clean as expected  The plates were still wet in the kitchen cabinets   Could have used kitchen towels or paper towel 
404583884,wasnt bad at all  just not as clean as you might like
629294312,A couple hair balls under kitchen chair and bench 
629115223,There were bugs everywhere in the bathroom 
444246742,Shower curtain was moldy  as was the window area 
708541466,The tables  toilets  walls and floors were disgusting  The whole place smelled like dead fish because the dishwasher was full of water and dishes 
321139102,Really nothing serious   just a bit dusty around the floor and walls 
722206578,I dont think this apartment was clean at all  Pillow cases were incredibly wrinkled and smooth where a head would have laid  Found two hairs on the back side of the pillow cases  Carpet was not vacuumed  Dirty broken cup in bathroom  and coffee maker was super dirty 
604792490,There was a wet mop smell from the closet   but took some clean supplies and washed it out and let it dry properly and it was fine after that 
284462054,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  dust 
640129277,The only thing I would say is that the place overall was very clean but there should be a new coat of  non flat  paint for the whole apartment because people apparently don t know how to treat an Airbnb like their own and the walls were very scuffed and dirty with water spots 
719767361,Bathtub was dirty upon arrival  I called them and they clean it the next day 
650186116,Stinks
604562609,Trash from previous guests was not emptied before my arrival
604560421,Shower stall was getting dirty 
604296078,On arrival one of the bathrooms was slightly dusty 
624742483,refrigerator
580442611,The refrigerator wasnt quite as clean as I expected 
583400579,A piece of broken glass the size of a quarter on the bedroom floor  Just missed stepping on it 
224581249,Your guest suggested that your space could be cleaner in the following areas  bedroom 
629655151,The sink has some food particles in it  And the shower had some shavings in it
618693237,Hair all over the shower  The bed linens also had hair all thru them  At first I picked them up and threw it  however there was so many hairs that it was obvious the blankets hadn t been washed so I washed them on my own  There were crumbs on the counter and A TOE NAIL ON THE KITCHEN FLOOR  Aesthetically the unit looked nice  but sitting down and noticing all the small hick ups were not acceptable especially since I paid a clean fee  I would like a refund for that  I took pictures and sent them in 
713923430,Stains on floor in kitchen  dusty floors  stains on walls   doors
309051305,wasnt clean very thoroughly 
216340290, Clogged shower and used bar of soap in the tub along with old shampoos and conditioner  
308508612,There were unsettling stains on the bedroom carpet and shower curtain  The bathroom needed to be mopped and there were dirty dishes put away in the cupboard 
205262500,Your guest suggested that your space could be cleaner in the following areas  bugs  bathroom  odors 
140940491,Your guest suggested that your space could be cleaner in the following areas  dust  towels and linens  Additional comments   Needed wash rags  
192950961,Your guest suggested that your space could be cleaner in the following areas  dust 
193476750,Your guest suggested that your space could be cleaner in the following areas  dust 
662638177,Dunning room table needed clean  and the floors were dusty and needed swept 
298790740,""
168959457,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  Additional comments   The area rug in front of the couch could use some vacuuming  Thats it though  The place was very neat    
160117805,Your guest suggested that your space could be cleaner in the following areas  odors  Additional comments   Bit of a smell in the bathroom  
